GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS205861791	2019-08-19 11:52:35	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2010-11-07	05:30:00	obsr412230	S14786561	Incidental	P20	EBIRD_CAN				4	1		0	1	0		Birds recorded while guiding Jeffrey Peters, John Deppman, and Richard Chute. Required effort information lacking.----We birded the lodge clearing, the entrance road, and the Jatobá loop in the morning. In the afternoon we birded the lodge clearing, the Lagoa, and then walked the entrance track after dark.		
URN:CornellLabOfOrnithology:EBIRD:OBS834551728	2019-12-03 18:14:57	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2010-11-07		obsr967176	S61962690	Historical	P62	EBIRD_CAN					1	G4719735	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS268910979	2019-08-19 11:52:34	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2012-09-12	05:30:00	obsr412230	S19560387	Incidental	P20	EBIRD_CAN				5	1		0	1	0		with David and Susanne Cohen, Jim and Susan Graham. Lodge clearing to 09h00, then entrance track returning via Boundary trail, then area around boat landings. PM around lodge clearing.		
URN:CornellLabOfOrnithology:EBIRD:OBS268913898	2020-05-27 15:35:14	12309	species	Kawall's Parrot	Amazona kawalli			6				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2012-09-13	05:30:00	obsr412230	S19560556	Incidental	P20	EBIRD_CAN				5	1		0	1	0		with David and Susanne Cohen, Jim and Susan Graham. Entrance road and Jatobá trail in the morning, Nascentes trail in the afternoon.		
URN:CornellLabOfOrnithology:EBIRD:OBS946458166	2020-09-23 11:03:36	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Pará	BR-PA							Jacareacanga - MD do rio Tapajós	L11748540	P	-6.1299073	-57.5801611	2013-03-31	06:15:00	obsr624240	S70702251	Traveling	P22	EBIRD	300	5.000		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS204188547	2015-05-11 20:42:01	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2013-07-03	16:15:00	obsr412230	S14611997	Traveling	P22	EBIRD_CAN	125	4.500		10	1		0	1	0		Traveled downriver on the rio Azul in 2 boats with 5 pax each, including the pilots (Carlão and Adão) and myself. We mostly drifted, reaching the point where the water starts to speed up a little before the 1st corredeira. Returned doing a little bit of spotlighting in the early evening.----Weather: mostly clear, sunny with scattered clouds including a couple of heavy-looking ones. It rained in the evening, from 19h30 to 20h45.	HO	
URN:CornellLabOfOrnithology:EBIRD:OBS213912669	2019-08-19 11:52:37	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2013-10-05	05:00:00	obsr412230	S15387647	Stationary	P21	EBIRD_CAN	39			3	1		0	1	0		with Dale & Helen Middleton. Birds recorded in the lodge clearing during and after breakfast.		
URN:CornellLabOfOrnithology:EBIRD:OBS213572681	2015-05-11 20:42:01	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2013-10-04	06:06:00	obsr412230	S15362132	Traveling	P22	EBIRD_CAN	144	3.700		4	1		0	1	0		with Helen & Dale Middleton and Carlão from PRA. Birds recorded on boat trip downstream from Pousada Rio Azul to just below the paredão.		
URN:CornellLabOfOrnithology:EBIRD:OBS214041495	2019-08-19 11:52:37	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2013-10-05	05:40:00	obsr412230	S15396596	Traveling	P22	EBIRD_CAN	300	3.000		2	1		0	1	0		with Dale Middleton. Birds recorded along the Trilha do Brad and out along the forested logging roads of the Fazenda Rio Azul.		
URN:CornellLabOfOrnithology:EBIRD:OBS213443825	2019-08-19 11:52:36	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2013-10-03	15:05:00	obsr412230	S15352760	Traveling	P22	EBIRD_CAN	145	0.500		3	1		0	1	0		Birds recorded in the lodge clearing, along the trail to the lagoa (and at the lagoa), and at the river's edge.		
URN:CornellLabOfOrnithology:EBIRD:OBS267302943	2015-05-11 20:42:01	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2014-08-07	16:20:00	obsr412230	S19419176	Traveling	P22	EBIRD_CAN	90	2.300		4	1		0	1	0		with Cole, Imtraude, Carlos. Birds recorded on boat trip downstream on Rio Azul from lodge to just above the 1st paredão.		
URN:CornellLabOfOrnithology:EBIRD:OBS266969397	2019-08-19 11:52:38	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2014-08-05	05:30:00	obsr412230	S19380106	Stationary	P21	EBIRD_CAN	35			5	1		0	1	0		Birds recorded from the lodge clearing before heading down to the river for a boat trip.		
URN:CornellLabOfOrnithology:EBIRD:OBS323222335	2015-05-26 20:30:49	12309	species	Kawall's Parrot	Amazona kawalli			4				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2015-05-23	05:30:00	obsr412230	S23654329	Traveling	P22	EBIRD_CAN	265	1.000		3	1		0	1	0		with David and Jane Styer. Birds recorded in the lodge clearing and on the Jatobá Trail from the lodge-side trailhead, walking as far as the small bridge (which was flooded out) at the river's edge.		
URN:CornellLabOfOrnithology:EBIRD:OBS323591826	2019-08-19 11:52:39	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2015-05-25	06:07:00	obsr412230	S23679389	Traveling	P22	EBIRD_CAN	180	1.100		3	1		0	1	0		with David and Jane Styer. Birds recorded along the entrance road to the lodge gate, then down the Divisa Trail to the river's edge.		
URN:CornellLabOfOrnithology:EBIRD:OBS323233605	2019-08-19 11:52:39	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2015-05-24	06:25:00	obsr412230	S23655117	Traveling	P22	EBIRD_CAN	233	7.500		4	1		0	1	0		with David and Jane Styer, Carlão. Birds recorded downstream on the Rio Azul, as far as the last corredeira before the Chinelo rapids.		
URN:CornellLabOfOrnithology:EBIRD:OBS341578119	2020-05-27 15:35:15	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2015-09-07	06:10:00	obsr412230	S24976614	Traveling	P22	EBIRD_CAN	183	0.900		2	1		0	1	0		with Kevin Zimmer. Birds recorded on the entrance track to the edge of the pastures. Activity was quite low at first, but as the sun hit the habitat and things warmed up a little, activity certainly picked up accordingly.		
URN:CornellLabOfOrnithology:EBIRD:OBS341586576	2019-08-19 11:52:40	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2015-09-09	05:18:00	obsr412230	S24977285	Traveling	P22	EBIRD_CAN	162	0.250		2	1		0	1	0		with Kevin Zimmer. Most of the early morning before departure for Alta Floresta spent in the lodge clearing, though we also made the shortest of forays into the forest along the kitchen trail and the Schistocichla trail.		
URN:CornellLabOfOrnithology:EBIRD:OBS341522617	2019-08-19 11:52:39	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2015-09-06	06:30:00	obsr412230	S24971961	Traveling	P22	EBIRD_CAN	239	6.200		3	1		0	1	0		with Kevin Zimmer, Carlão from PRA. Birds noted during a trip downstream on the rio Azul (São Benedito II) as far as the first corredeira and island. Also includes a short walk along the bridge track to the forest edge (ca. 150m). Weather clear and sunny, pretty hot later on in the morning.		
URN:CornellLabOfOrnithology:EBIRD:OBS341519647	2015-09-10 15:40:12	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2015-09-06	05:20:00	obsr412230	S24971838	Traveling	P22	EBIRD_CAN	65	0.200		2	1		0	1	0		with Kevin Zimmer. Birds noted around the lodge clearing and on the walk down to the river's edge, also at porto while Carlão finished getting the boat ready.		
URN:CornellLabOfOrnithology:EBIRD:OBS359910301	2019-08-19 11:52:29	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2015-11-27	06:00:00	obsr345168	S26366729	Traveling	P22	EBIRD	660	5.000		5	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS419135618	2020-09-23 11:03:41	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2016-07-17	05:30:00	obsr37316	S30777523	Incidental	P20	EBIRD				3	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS419136573	2020-08-21 11:09:58	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2016-07-19	05:30:00	obsr37316	S30777577	Traveling	P22	EBIRD	780	4.828		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS420141351	2018-05-22 10:13:25	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2016-07-23	05:38:00	obsr536027	S30851606	Traveling	P22	EBIRD	399	6.000		4	1		0	1	0		Com o amigo Carlos da Pousada Rio Azul e os clientes e amigos Arjan Dawarshuis e Ies Goedbloed. <br />Submitted from eBird for iOS, version 1.2.2 Build 70		
URN:CornellLabOfOrnithology:EBIRD:OBS420098565	2019-08-19 11:52:30	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2016-07-22	05:40:00	obsr536027	S30848273	Traveling	P22	EBIRD	405	7.000		4	1		0	1	0		Na companhia dos amigos e clientes Arjan Dawarshuis e Ies Goedbloed, e do amigo Carlos, da Pousada Rio Azul. <br />Submitted from eBird for iOS, version 1.2.2 Build 70		
URN:CornellLabOfOrnithology:EBIRD:OBS420143220	2020-09-23 11:03:41	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2016-07-24	05:20:00	obsr536027	S30851716	Traveling	P22	EBIRD	474	12.000		3	1		0	1	0		Manhã intensa de Birding na pousada rio azul. Iniciamos nossa atividade ainda de madrugada nas imediações da pousada. Após o café, descemos o rio azul de barco, com o motor desligado, por cerca de 4 km. Entramos na trilha da ponte, contornando a divisa da pousada com uma fazenda, andando entre a borda da mata e pasto. Entramos na área da pousada em trecho de campina e campinara e depois pegamos a trilha que sai da campina, beira o rio e termina na pousada. Na companhia dos amigos e clientes Arjan Dawarshuis e Ies Goedbloed. <br />Submitted from eBird for iOS, version 1.2.2 Build 70		
URN:CornellLabOfOrnithology:EBIRD:OBS431439355	2019-08-19 11:52:30	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2016-08-27	06:30:00	obsr635497	S31705145	Traveling	P22	EBIRD	1440	6.000		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS423822042	2016-12-14 10:45:52	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2016-08-12	15:00:00	obsr635497	S31129698	Historical	P62	EBIRD	1200	6.000	100.0000	1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS444120864	2019-08-19 11:52:15	12309	species	Kawall's Parrot	Amazona kawalli			3				Brazil	BR	Pará	BR-PA							PN da Amazônia--Urua	L2238289	H	-4.5499559	-56.3063049	2016-11-19	06:00:00	obsr403476	S32624778	Traveling	P22	EBIRD	420	4.000		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS443727141	2019-08-19 11:52:15	12309	species	Kawall's Parrot	Amazona kawalli			6				Brazil	BR	Pará	BR-PA							PN da Amazônia--Urua	L2238289	H	-4.5499559	-56.3063049	2016-11-17	06:00:00	obsr403476	S32596920	Traveling	P22	EBIRD	480	5.000		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS444291410	2020-09-23 11:03:46	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Pará	BR-PA							PN da Amazônia--Urua	L2238289	H	-4.5499559	-56.3063049	2016-11-20	06:00:00	obsr403476	S32636410	Traveling	P22	EBIRD	240	3.000		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS522398107	2017-07-31 19:31:34	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2017-07-30	07:00:00	obsr412230	S38418544	Traveling	P22	EBIRD_CAN	85	0.500		2	1		0	1	0		with Zé Maria. Birds recorded in the lodge clearing and (principally) along the entrance road.		
URN:CornellLabOfOrnithology:EBIRD:OBS616887469	2021-03-10 11:03:47.35164	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							PN da Amazônia -- Tracoà HQ	L6166437	P	-4.4857416	-56.2728066	2017-07-22	15:30:00	obsr797371	S45620884	Traveling	P22	EBIRD_CAN	195	2.000		4	1	G2577512	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS524400182	2021-03-10 11:03:47.35164	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							PN da Amazônia -- Tracoà HQ	L6166437	P	-4.4857416	-56.2728066	2017-07-22	15:30:00	obsr950657	S38570744	Traveling	P22	EBIRD_CAN	195	2.000		4	1	G2577512	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS945100651	2020-06-19 13:55:54	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Pará	BR-PA							PN da Amazônia--área geral	L3679618	H	-4.5567201	-56.3152820	2017-07-19	06:15:00	obsr624240	S70602231	Historical	P62	EBIRD	600			2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS524251169	2021-03-10 11:03:47.35164	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							PN da Amazônia -- Tracoà HQ	L6166437	P	-4.4857416	-56.2728066	2017-07-22	15:30:00	obsr212715	S38559321	Traveling	P22	EBIRD_CAN	195	2.000		4	1	G2577512	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS535429994	2019-08-19 11:52:42	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2017-09-22	05:55:00	obsr412230	S39364430	Traveling	P22	EBIRD_CAN	185	1.000		3	1		0	1	0		with Kent & Kathy Lannert. Birds recorded along the entrance road as far as the Divisa Trail, then down the first 200 metres of the Divisa Trail.		
URN:CornellLabOfOrnithology:EBIRD:OBS537029845	2019-08-19 11:52:31	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2017-09-27	06:20:00	obsr412230	S39472538	Traveling	P22	EBIRD	395	3.500		9	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS537084334	2019-08-19 11:52:31	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2017-09-28	05:45:00	obsr412230	S39475907	Traveling	P22	EBIRD	410	2.750		8	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS535087031	2019-08-19 11:52:41	12309	species	Kawall's Parrot	Amazona kawalli			5				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2017-09-20	05:10:00	obsr412230	S39343086	Traveling	P22	EBIRD_CAN	80	0.100		3	1		0	1	0		with Kent and Kathy Lannert. Birds recorded in the lodge clearing, list period starting during breakfast. Overcast and smoky.		
URN:CornellLabOfOrnithology:EBIRD:OBS537833522	2017-10-02 21:21:13	12309	species	Kawall's Parrot	Amazona kawalli			9				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2017-09-28	15:35:00	obsr412230	S39524172	Traveling	P22	EBIRD	175	2.500		8	1		0	1	0		with Kevin Zimmer and his VENT group. Birds recorded on the river downstream from the lodge to just below the paredão, staying out until just after dusk to try (successfully) for Zigzag Heron at the traditional spot.		
URN:CornellLabOfOrnithology:EBIRD:OBS535031687	2017-09-22 22:29:50	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2017-09-20	16:00:00	obsr412230	S39339232	Traveling	P22	EBIRD	100	1.200		3	1		0	1	0		Trilha do Mirante		
URN:CornellLabOfOrnithology:EBIRD:OBS535309167	2017-09-23 22:41:04	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2017-09-21	05:20:00	obsr412230	S39356925	Stationary	P21	EBIRD_CAN	53			3	1		0	1	0		with Kent and Kathy Lannert. Birds noted in the lodge clearing during and after breakfast.		
URN:CornellLabOfOrnithology:EBIRD:OBS649780074	2018-08-21 19:50:36	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							PN da Amazônia--Trilha Gameleira	L7843069	H	-4.5489805	-56.3037826	2017-11-09	06:00:00	obsr561709	S47955567	Traveling	P22	EBIRD	265	3.000		5	1		0	1	0		Durante Tour Novembro 2017 com Silvia Linhares, Marco Guedes e Viviane de Luccia.		
URN:CornellLabOfOrnithology:EBIRD:OBS551636048	2018-07-25 19:26:55	12309	species	Kawall's Parrot	Amazona kawalli			4				Brazil	BR	Pará	BR-PA							BR-Pará-Rodovia Transamazônica - 	L6499095	P	-4.6071780	-56.3207577	2017-11-10	17:19:00	obsr623245	S40675861	Traveling	P22	EBIRD	200	2.000		5	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS649817908	2019-01-13 20:03:58	12309	species	Kawall's Parrot	Amazona kawalli			4				Brazil	BR	Pará	BR-PA							PN da Amazônia--área geral	L3679618	H	-4.5567201	-56.3152820	2017-11-10	17:13:00	obsr561709	S47958487	Stationary	P21	EBIRD	30			5	1		0	1	0		Durante Tour Novembro 2017 com Silvia Linhares, Marco Guedes e Viviane de Luccia.		
URN:CornellLabOfOrnithology:EBIRD:OBS649775261	2018-08-19 20:31:16	12309	species	Kawall's Parrot	Amazona kawalli			11				Brazil	BR	Pará	BR-PA							PN da Amazônia--KM 115 da Transamazônica	L6444508	H	-4.6444395	-56.5843320	2017-11-08	16:00:00	obsr561709	S47955195	Stationary	P21	EBIRD	130			5	1		0	1	0		Durante Tour Novembro 2017 com Silvia Linhares, Marco Guedes e Viviane de Luccia.		
URN:CornellLabOfOrnithology:EBIRD:OBS649816623	2018-08-19 22:51:53	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Pará	BR-PA							Estrada Buburé	L7843373	P	-4.6147360	-56.3279608	2017-11-10	15:30:00	obsr561709	S47958387	Traveling	P22	EBIRD	60	1.000		5	1		0	1	0		Durante Tour Novembro 2017 com Silvia Linhares, Marco Guedes e Viviane de Luccia.		
URN:CornellLabOfOrnithology:EBIRD:OBS623914041	2019-08-19 11:52:42	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2018-05-22	05:20:00	obsr412230	S46041741	Traveling	P22	EBIRD_CAN	130	0.300		3	1		0	1	0		with Andrew and Patricia Towle. Started in the lodge clearing before dipping in to the kitchen trail for Collared Puffbird, then back out to the lodge clearing.		
URN:CornellLabOfOrnithology:EBIRD:OBS624850159	2019-08-19 11:52:42	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2018-05-23	06:11:00	obsr412230	S46101289	Traveling	P22	EBIRD_CAN	129	2.500		4	1		0	1	0		with Andrew and Patricia Towle, Carlão. Birded downriver on the Rio Azul from the port to the beginning of the Trilha do Cantador.		
URN:CornellLabOfOrnithology:EBIRD:OBS922188811	2020-05-14 19:15:45	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Pará	BR-PA							Thaimaçu--Torre de Observação	L9824610	H	-9.0682080	-56.5927940	2018-06-15		obsr819848	S69056752	Historical	P62	EBIRD				3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS817311755	2020-05-23 16:51:58	12309	species	Kawall's Parrot	Amazona kawalli			3				Brazil	BR	Pará	BR-PA							Thaimacu observation tower	L10040229	P	-9.0825085	-56.6009577	2018-06-15	06:20:00	obsr355303	S60678294	Stationary	P21	EBIRD	210			3	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS636905830	2021-01-28 20:40:23.663005	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Pousada Thaimaçu--Bamboo Trail	L7665091	H	-9.1051053	-56.6295326	2018-06-13	05:40:00	obsr355303	S46977821	Traveling	P22	EBIRD	310	0.800		5	1		0	1	0			Hrd. and seen in flight.	
URN:CornellLabOfOrnithology:EBIRD:OBS652884732	2021-03-25 04:50:35.361981	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Pousada Thaimaçu	L2754321	H	-9.0541816	-56.5862846	2018-08-31	05:40:00	obsr142759	S48192781	Traveling	P22	EBIRD	407	9.656		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS652738122	2019-08-19 11:52:23	12309	species	Kawall's Parrot	Amazona kawalli			4				Brazil	BR	Pará	BR-PA							Pousada Thaimaçu	L2754321	H	-9.0541816	-56.5862846	2018-08-30	05:47:00	obsr142759	S48179317	Traveling	P22	EBIRD	403	6.437		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1105300962	2021-03-28 06:11:35.606951	12309	species	Kawall's Parrot	Amazona kawalli			5				Brazil	BR	Pará	BR-PA							Pousada Thaimaçu	L2754321	H	-9.0541816	-56.5862846	2018-09-29	06:00:00	obsr631792	S65138292	Traveling	P22	EBIRD	510	6.000		3	1		0	1	0		Mainly clear with cloud developing and thunderstorms by early afternoon. 30*C.  No wind. --Canopy Tower (40m) early morning then the Barreiro Trail back to the lodge.		
URN:CornellLabOfOrnithology:EBIRD:OBS663355291	2020-09-23 11:03:50	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Pousada Thaimaçu	L2754321	H	-9.0541816	-56.5862846	2018-09-27	06:01:00	obsr412230	S48949677	Traveling	P22	EBIRD_CAN	314	0.800		4	1		0	1	0		with Greg & Barbara Baker, Preto from Thaimaçu. Birds recorded on the Bamboo trail.		
URN:CornellLabOfOrnithology:EBIRD:OBS663500691	2019-08-19 11:52:24	12309	species	Kawall's Parrot	Amazona kawalli			6				Brazil	BR	Pará	BR-PA							Pousada Thaimaçu	L2754321	H	-9.0541816	-56.5862846	2018-09-29	06:04:00	obsr412230	S48963704	Stationary	P21	EBIRD_CAN	134			4	1		0	1	0		with Greg and Barbara Baker, Preto from Thaimaçu. Birds recorded from the canopy tower, mostly from the lower platform with a short visit to the top level later on in the visit.		
URN:CornellLabOfOrnithology:EBIRD:OBS659756792	2019-08-19 11:52:23	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Pousada Thaimaçu	L2754321	H	-9.0541816	-56.5862846	2018-09-21	06:00:00	obsr412230	S48692975	Traveling	P22	EBIRD	325	5.000		2	1		0	1	0		with Carlito. Overcast and fairly quiet along the trail first thing, activity picking up later in the morning as the sun came out. Birds recorded on the Agua Limpa trail in riverine forest, including some stretches with old growth emergents.		
URN:CornellLabOfOrnithology:EBIRD:OBS659728442	2019-08-19 11:52:23	12309	species	Kawall's Parrot	Amazona kawalli			3				Brazil	BR	Pará	BR-PA							Pousada Thaimaçu	L2754321	H	-9.0541816	-56.5862846	2018-09-20	05:25:00	obsr412230	S48691259	Traveling	P22	EBIRD	105	0.800		2	1		0	1	0		with Carlito from Thaimaçu. Birds recorded from atop the tower and along the trail back to the trailhead. Weather mostly overcast after heavy overnight rains, fairly brisk winds from the ESE.		
URN:CornellLabOfOrnithology:EBIRD:OBS654203050	2020-03-20 12:18:05	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2018-09-02	05:24:00	obsr142759	S48291799	Traveling	P22	EBIRD	338	4.184		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS654203420	2020-03-20 12:14:57	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Pará	BR-PA							Rio Azul Jungle Lodge	L2097972	H	-9.2466507	-55.9879589	2018-09-03	05:23:00	obsr142759	S48291812	Traveling	P22	EBIRD	291	5.150		2	1		0	1	0		Jaguar!!!		
