GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS413534552	2018-04-15 21:20:14	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Serra Trail	L2781581	H	-9.5856519	-55.9198437	2016-06-22	06:00:00	obsr412230	S30344988	Traveling	P22	EBIRD	247	2.000		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS869374890	2020-02-23 18:03:47	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 1	L2319134	H	-9.5987073	-55.9367341	2016-07-03	07:00:00	obsr293385	S64922704	Stationary	P21	EBIRD	45			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS422821196	2016-08-25 12:53:52	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2016-07-14		obsr171577	S31053487	Historical	P62	EBIRD				10	1	G1883495	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS421711805	2019-08-14 16:52:50	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 2 and trail	L2326048	H	-9.6007896	-55.9228429	2016-07-30	06:00:00	obsr229078	S30971330	Traveling	P22	EBIRD	240	2.000		5	1		0	1	0			perched next to the tower.	
URN:CornellLabOfOrnithology:EBIRD:OBS419131811	2016-07-25 20:16:11	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2016-07-15	05:30:00	obsr37316	S30777272	Traveling	P22	EBIRD	241	4.828		4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS433535716	2019-08-06 13:26:45	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2016-07-10	06:00:00	obsr179614	S30971570	Historical	P62	EBIRD	720			10	1	G1872036	0	1	0			Heard Only	
URN:CornellLabOfOrnithology:EBIRD:OBS421966049	2016-08-06 11:32:23	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2016-07-11	06:00:00	obsr171577	S30991192	Historical	P62	EBIRD	720			10	1	G1873719	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS417396797	2020-08-21 11:09:51	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Serra Trail	L2781581	H	-9.5856519	-55.9198437	2016-07-11	05:47:00	obsr37316	S30645097	Traveling	P22	EBIRD	309	3.219		4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS869973568	2020-04-13 16:37:31	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 2 and trail	L2326048	H	-9.6007896	-55.9228429	2016-07-06	06:00:00	obsr293385	S65023171	Traveling	P22	EBIRD	180	2.000		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS419129068	2018-08-22 10:52:56	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2016-07-14	05:45:00	obsr37316	S30777100	Traveling	P22	EBIRD	600	6.437		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS421973388	2017-07-22 17:42:51	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2016-07-11	06:00:00	obsr179614	S30991698	Historical	P62	EBIRD	720			10	1	G1873719	0	1	0		Includes Canopy tower 2		
URN:CornellLabOfOrnithology:EBIRD:OBS423360979	2017-07-22 18:21:59	12309	species	Kawall's Parrot	Amazona kawalli			X				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2016-07-14		obsr179614	S31094832	Historical	P62	EBIRD				10	1	G1883495	0	1	0		mostly tower 1		
URN:CornellLabOfOrnithology:EBIRD:OBS419126408	2018-04-15 21:19:47	12309	species	Kawall's Parrot	Amazona kawalli			4				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 1	L2319134	H	-9.5987073	-55.9367341	2016-07-12	05:35:00	obsr37316	S30776912	Traveling	P22	EBIRD	345	1.609		4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS415603370	2020-08-21 10:37:32	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Haffer's Trail	L2380934	H	-9.5585522	-55.9130180	2016-07-01	07:30:00	obsr412230	S30503213	Traveling	P22	EBIRD	255	1.200		6	1		0	1	0		From upstream to downstream end. Rather quiet after a cold night.		
URN:CornellLabOfOrnithology:EBIRD:OBS421897531	2018-04-05 12:39:02	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Taboca Trail	L2318189	H	-9.5954779	-55.9326410	2016-07-29	05:45:00	obsr229078	S30986041	Traveling	P22	EBIRD	140	12.000		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS422157420	2020-08-21 11:09:48	12309	species	Kawall's Parrot	Amazona kawalli			6				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 2 and trail	L2326048	H	-9.6007896	-55.9228429	2016-08-07	06:00:00	obsr229078	S31004724	Traveling	P22	EBIRD	210	6.000		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS424772975	2018-04-15 21:19:47	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 1	L2319134	H	-9.5987073	-55.9367341	2016-08-22	05:55:00	obsr412230	S31199799	Stationary	P21	EBIRD_CAN	190			5	1		0	1	0		with Christine Daley, Lou and Barb Winterfield, Kevin Easley. After a cold front arrived last night (rain in Alta Floresta, but none at Cristalino), conditions were clear and relatively cool with a steady SW breeze (3 to 4 Beaufort) when we arrived, remaining clear but with winds increasing and gusting stongly (5 to 6 Beaufort) by 08:00 onward.		
URN:CornellLabOfOrnithology:EBIRD:OBS431640729	2020-09-23 10:50:51	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 2 and trail	L2326048	H	-9.6007896	-55.9228429	2016-08-30	06:30:00	obsr635497	S31719903	Traveling	P22	EBIRD	360	2.000		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS422843393	2018-04-15 21:19:48	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 2 and trail	L2326048	H	-9.6007896	-55.9228429	2016-08-11	06:10:00	obsr229078	S31055176	Traveling	P22	EBIRD	210	10.000		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS422605335	2016-08-21 18:03:45	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2016-08-09	15:05:00	obsr37316	S31037345	Traveling	P22	EBIRD	196	9.656		7	1		0	1	0			Heard	
URN:CornellLabOfOrnithology:EBIRD:OBS423256560	2016-08-14 08:45:49	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2016-08-14	06:30:00	obsr229078	S31087356	Traveling	P22	EBIRD	120	1.000		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS425349397	2016-08-25 08:16:07	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2016-08-21	06:00:00	obsr556690	S31242367	Traveling	P22	EBIRD	720	8.000		6	1		0	1	0		Brown capucin monkey,  Yellow spotted River turtle, Neotropical river oter,  cabuci   , red hand howler monkey, caiman.   Places: 1) castanheira trail (brazil nut tree) 2) Lagoinha (pool for birds up river). <br />Submitted from eBird for iOS, version 1.1.5 Build 44		
URN:CornellLabOfOrnithology:EBIRD:OBS431648897	2016-09-23 15:38:33	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--upstream from Cristalino Lodge	L3859563	H	-9.5666937	-55.9139385	2016-08-31	07:00:00	obsr635497	S31720576	Traveling	P22	EBIRD	180	12.000		4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS424597245	2020-08-21 11:09:50	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2016-08-10	06:00:00	obsr37316	S31049546	Traveling	P22	EBIRD	390	9.656		7	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS423323918	2018-04-15 21:19:48	12309	species	Kawall's Parrot	Amazona kawalli			3				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 2 and trail	L2326048	H	-9.6007896	-55.9228429	2016-08-12	06:00:00	obsr556690	S31092163	Traveling	P22	EBIRD	180	1.200		6	1		0	1	0		<br />Submitted from eBird for iOS, version 1.1.5 Build 44		
URN:CornellLabOfOrnithology:EBIRD:OBS431510029	2018-04-15 21:19:47	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 1	L2319134	H	-9.5987073	-55.9367341	2016-08-18	06:15:00	obsr107039	S31599228	Traveling	P22	EBIRD	370	2.750		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS422817855	2020-09-23 10:51:07	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Haffer's Trail	L2380934	H	-9.5585522	-55.9130180	2016-08-10	05:45:00	obsr229078	S31053185	Traveling	P22	EBIRD	300	9.000		5	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS525770762	2017-08-16 13:18:12	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2016-08-28		obsr702935	S38672363	Historical	P62	EBIRD				9	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS422827568	2020-08-21 10:14:58	12309	species	Kawall's Parrot	Amazona kawalli			4				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Rochas trail Saleiro loop	L2319156	H	-9.6018068	-55.9357122	2016-08-11	06:15:00	obsr620552	S31054018	Stationary	P21	EBIRD	145			8	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS423482043	2018-04-15 21:19:47	12309	species	Kawall's Parrot	Amazona kawalli			4				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 1	L2319134	H	-9.5987073	-55.9367341	2016-08-15	06:00:00	obsr229078	S31103414	Traveling	P22	EBIRD	240	4.000		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS422605261	2021-03-10 19:03:49.571144	12309	species	Kawall's Parrot	Amazona kawalli			4				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2016-08-09	05:45:00	obsr37316	S31037343	Traveling	P22	EBIRD	360	1.609		7	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS424202340	2018-04-15 21:20:14	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Serra Trail	L2781581	H	-9.5856519	-55.9198437	2016-08-19	06:30:00	obsr229078	S31156110	Traveling	P22	EBIRD	180	3.000		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS524287599	2017-08-09 15:56:54	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2016-08-26		obsr702935	S38562233	Historical	P62	EBIRD				10	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS422974514	2018-04-15 21:20:14	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Serra Trail	L2781581	H	-9.5856519	-55.9198437	2016-08-12	06:00:00	obsr229078	S31066379	Traveling	P22	EBIRD	210	4.000		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS441773186	2018-08-22 10:53:00	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 2 and trail	L2326048	H	-9.6007896	-55.9228429	2016-08-31	15:30:00	obsr556690	S32465565	Traveling	P22	EBIRD	120	1.500		3	1		0	1	0		<br />Submitted from eBird for iOS, version 1.1.5 Build 44		
URN:CornellLabOfOrnithology:EBIRD:OBS963197777	2020-08-01 23:48:31	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2016-08-01	06:00:00	obsr25766	S72030712	Historical	P62	EBIRD	720				1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS422340227	2018-04-15 21:19:47	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 1	L2319134	H	-9.5987073	-55.9367341	2016-08-08	05:30:00	obsr229078	S31017779	Traveling	P22	EBIRD	120	1.000		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS441043342	2018-07-03 18:52:47	12309	species	Kawall's Parrot	Amazona kawalli			3				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 1	L2319134	H	-9.5987073	-55.9367341	2016-09-19	05:35:00	obsr556690	S32413384	Traveling	P22	EBIRD	200	1.000		6	1		0	1	0		<br />Submitted from eBird for iOS, version 1.1.5 Build 44		
URN:CornellLabOfOrnithology:EBIRD:OBS441657174	2018-08-22 10:53:00	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 2 and trail	L2326048	H	-9.6007896	-55.9228429	2016-09-01	05:45:00	obsr556690	S32456968	Traveling	P22	EBIRD	120	2.000		3	1		0	1	0		<br />Submitted from eBird for iOS, version 1.1.5 Build 44		
URN:CornellLabOfOrnithology:EBIRD:OBS434325307	2021-02-03 07:45:27.637744	12309	species	Kawall's Parrot	Amazona kawalli			1				Brazil	BR	Mato Grosso	BR-MT							Rio Juruena--Complexo do Barriga	L4969747	H	-7.5114070	-58.2093644	2016-10-02	07:10:00	obsr412230	S31906894	Traveling	P22	EBIRD	121	3.000		3	1		0	1	0		com Santarém e Lucas do ICMBio. Navegando pelo complexo do Barriga. Baixo níveis de agua não permitiu que adentramos muito nas lagoas.		
URN:CornellLabOfOrnithology:EBIRD:OBS504702075	2018-08-22 10:53:12	12309	species	Kawall's Parrot	Amazona kawalli			4				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 2 and trail	L2326048	H	-9.6007896	-55.9228429	2017-05-26	05:20:00	obsr412230	S37152651	Stationary	P21	EBIRD_CAN	103			3	1		0	1	0		Birds recorded from Tower 2, does not include birds from the trail to and from the tower.		
URN:CornellLabOfOrnithology:EBIRD:OBS510380114	2018-04-15 21:19:47	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 1	L2319134	H	-9.5987073	-55.9367341	2017-06-11	05:19:00	obsr412230	S37539128	Stationary	P21	EBIRD_CAN	120			3	1		0	1	0		Clear conditions, full moon upon arrival. After sunrise a light breeze came up from the south.		
URN:CornellLabOfOrnithology:EBIRD:OBS513225653	2018-08-22 10:53:13	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2017-06-22	05:40:00	obsr141555	S37748634	Traveling	P22	EBIRD	540	1.207		8	1	G2499672	0	1	0			Heard	
URN:CornellLabOfOrnithology:EBIRD:OBS508364417	2018-08-22 10:53:12	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Cristalino Lodge--Torre 2 and trail	L2326048	H	-9.6007896	-55.9228429	2017-06-05	06:17:00	obsr412230	S37402218	Stationary	P21	EBIRD_CAN	175			3	1		0	1	0		with Roy and Clare Giles. Birds recorded from the lower platform of Tower 2 only. Clear skies, sunny, and very hot.		
URN:CornellLabOfOrnithology:EBIRD:OBS513220713	2018-08-22 10:53:13	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2017-06-22	05:40:00	obsr37316	S37748259	Traveling	P22	EBIRD	540	1.207		8	1	G2499672	0	1	0			Heard	
URN:CornellLabOfOrnithology:EBIRD:OBS513891040	2017-06-26 12:44:24	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2017-06-25	05:40:00	obsr37316	S37796733	Traveling	P22	EBIRD	284	6.437		8	1	G2504056	0	1	0			Heard, distant	
URN:CornellLabOfOrnithology:EBIRD:OBS514030079	2019-08-14 16:52:54	12309	species	Kawall's Parrot	Amazona kawalli			2				Brazil	BR	Mato Grosso	BR-MT							Rio Cristalino--general area and historical lists	L875406	H	-9.5972613	-55.9311079	2017-06-24	05:40:00	obsr141555	S37806254	Traveling	P22	EBIRD	725	16.576		9	1	G2502125	0	1	0				
